value
4.421247347827163
4.361951470242831
4.452718062796414
4.448633328167864
4.410978456623649
4.429029488269218
4.421367532912338
4.363098624788363
4.432838563223485
4.421247347827163
4.424966385165138
4.440295542797857
4.428552332110815
4.380275101635076
4.463491407656154
4.390738575275903
4.46579316951945
4.437934266612178
4.42484663185681
4.432244350834499
4.440884991680235
4.457250055911469
4.3992524153389505
4.43604122298012
4.446291680920603
4.400112102220266
4.477336814478207
4.421968241766829
4.47403591796329
4.524285457247627
4.322939892214555
4.36386266404621
4.328098292648326
4.446174454497633
4.37260741275739
4.358885942232239
4.466942066704648
4.357477761752469
4.394819456472634
4.482211278587644
4.469121341524815
4.423048609196803
4.4862740310442355
4.4073288175361
4.438761347654186
4.507226541657965
4.428790938649766
4.436988192747856
4.514917197010529
4.396422514957614
4.480400299032142
4.474947598938117
4.486499256270413
4.45898767581001
4.518413322061809
4.4135253017332525
4.487512142519859
4.516776035225496
4.415098675734075
4.501364017262502
4.493791598004702
4.402196841463264
4.504686647409769
4.4728951466782725
4.449802098754394
4.486386649998124
4.507998274235818
4.4146148242670336
4.483228515182849
4.496247778763904
4.450852825603734
4.499142781342561
4.466712392840524
4.455393260669863
4.517431271680085
4.4862740310442355
4.48874872297084
4.486499256270413
4.467056883858457
4.477109515920573
4.487512142519859
4.473123405067759
4.482437420605795
4.488524003868771
4.489085706967289
4.401093697391107
4.542869159790712
4.42484663185681
4.5224405383890955
4.49020816751841
4.471181545984774
4.47209583176275
4.4616461759020485
4.496805161309966
4.477223171657469
4.457829598089382
4.515464272903598
4.392966574712216
4.479380179929792
4.486048755080228
4.508549147383666
4.466942066704648
4.483228515182849
4.467171687830801
4.427000000316613
4.525693984486295
4.467171687830801
4.449685283147696
4.5065645822339695
4.391110253406924
4.471181545984774
4.480740107609915
4.501918556177617
4.419442836059304
4.52189726679427
4.453300236649965
4.4505027059759525
4.522657764413627
4.44464925915299
